Category,Address,Municipality,Price,Tenant,Land Use,Land Area,Sub Type,Event Date,Vendor,Vendor Signing Officer,Vendor Address,Purchaser,Purchaser Signing Officer,Purchaser Address,Mortgage Type 1,Primary Lender 1,Secondary Lender 1,Tertiary Lender 1,Interest Rate 1,Principal Amount 1,Calculation Period 1,Payment Frequency 1,Payment Amount 1,Commencement Date 1,Maturity Date 1,Instrument Date 1,See Remarks 1,Mortgage Type 2,Primary Lender 2,Secondary Lender 2,Tertiary Lender 2,Interest Rate 2,Principal Amount 2,Calculation Period 2,Payment Frequency 2,Payment Amount 2,Commencement Date 2,Maturity Date 2,Instrument Date 2,See Remarks 2,Mortgage Type 3,Primary Lender 3,Secondary Lender 3,Tertiary Lender 3,Interest Rate 3,Principal Amount 3,Calculation Period 3,Payment Frequency 3,Payment Amount 3,Commencement Date 3,Maturity Date 3,Instrument Date 3,See Remarks 3,Mortgage Type 4,Primary Lender 4,Secondary Lender 4,Tertiary Lender 4,Interest Rate 4,Principal Amount 4,Calculation Period 4,Payment Frequency 4,Payment Amount 4,Commencement Date 4,Maturity Date 4,Instrument Date 4,See Remarks 4
Apartment,2263 Weston Road,York,"$8,390,000 ",,,,Low Rise Apartment,7/4/2019,Crestview Investment Corporation,"Shawn Goldberg, CFO","1135 Leslie Street, Toronto, Ontario, M3C 2K7",Starlight Investments (GF 2263 Weston Road Ltd.)  - Private Investor - Canadian,"Daniel Drimmer, ASO","3280 Bloor Street West, Suite 1400, Centre Tower, Toronto, Ontario, M8X 2X3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,293 Montrave Avenue,Oshawa,"$1,050,000 ",,,,Low Rise Apartment,7/3/2019,An individual(s) acting in his/her own capacity,,"Ugreshkumar Pater and Komalben Patel, ASOs",2698106 Ontario Inc.  - Private Investor - Canadian,"Ugreshkumar Pater and Komalben Patel, ASOs","1732 Jack Glenn Street, Oshawa, Ontario, L1K 0V9",VTB,Vendor Financed,,,5.50%,"$800,000.00 ",,Monthly,"$3,666.67 ",8/3/2019,7/3/2020,7/3/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,149 St. George Street,Old Toronto,"$19,200,000 ",,,,High Rise Apartment,7/2/2019,2503577 Ontario Inc.,"Nick Verrecchia, Director","Nick Verrecchia, Director",Hollyburn Properties (Hollyburn Properties Limited)  - Private Investor - Canadian,"Mark Sander, ASO","1650 Alberni Street, Suite 300, Vancouver, British Columbia, V7G 1B1",Subsequent,MCAP Financial Corporation,,,2.22% per annum,"$6,688,105.00 ",Semi-annually,Monthly,"$29,035.91 ",9/1/2019,8/1/2024,7/2/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,1 Webster Avenue,Old Toronto,"$2,290,000 ",,,,Low Rise Apartment,7/2/2019,D.R.S. Investments Limited,"Richard Shaw and David Shaw, ASOs","Richard Shaw and David Shaw, ASOs",An individual(s) acting in his/her own capacity  - Private Investor - Canadian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,8 Norris Crescent,Etobicoke,"$2,100,000 ",,,,Low Rise Apartment,6/28/2019,An individual(s) acting in his/her own capacity,,"Luigi Liscio, ASO",Alto Properties Inc.  - Private Investor - Canadian,"Luigi Liscio, ASO","39 Ernest Avenue, Toronto, Ontario, M2J 3T4",Subsequent,First National Financial GP Corporation,,,2.90% per annum,"$1,268,800.00 ",Semi-annually,Monthly,"$4,801.00 ",8/1/2019,9/1/2029,6/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,131 Lake Crescent,Etobicoke,"$1,750,000 ",,,,Low Rise Apartment,6/28/2019,An individual(s) acting in his/her own capacity,,"Metin Yenilmez, ASO",2700768 Ontario Limited  - Private Investor - Canadian,"Metin Yenilmez, ASO","131 Lake Crescent, Etobicoke",Subsequent,Luongo Investments Inc.,,,5.00%,"$1,500,000.00 ",Monthly,Monthly,"$6,250.00 ",8/1/2019,7/1/2021,6/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,206 Simpson Avenue,Clarington,"$5,910,000 ",,,,Low Rise Apartment,6/28/2019,Veltri Group (Veltri and Son Limited),"Mario Veltri, President","68 King Street East, Bowmanville, Ontario, L1C 3X2",Simpson Bowmanville Properties Inc.  - Private Investor - Canadian,"Daniel Scenna, ASO","7050 Weston Road, #304, Woodbridge, Ontario, L4L 8G7",Assumed,Vendor Financed,,,See Remarks,"$591,111.00 ",Monthly,Monthly,,8/7/2019,7/7/2024,6/28/2019,"Interest Rate: 5% per annum for first 3 years, 6% per annum for final 2 years",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,384 Bathurst Street,Old Toronto,"$1,875,000 ",,,,S.R.O.,6/28/2019,Grand Imports Inc.,"Bhushan Taneja, President","Bhushan Taneja, President",An individual(s) acting in his/her own capacity  - Private Investor - Canadian,,,VTB,Vendor Financed,,,4.5% per annum,"$1,475,000.00 ",Semi-annually,Monthly,"$5,531.25 ",7/28/2019,6/28/2021,6/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,222 Lakeshore Road East,Mississauga,"$2,275,000 ",,,,Low Rise Apartment,6/28/2019,An individual(s) acting in his/her own capacity,,"Malcolm Jastrebski, ASO",222 Lakeshore Ltd.  - Private Investor - Canadian,"Malcolm Jastrebski, ASO","66 Wellington Street West, Suite 4100, Toronto, Ontario, M5K 1B7",Subsequent,Computershare Trust Company of Canada,,,See Remarks,"$2,130,000.00 ",Monthly,Monthly,,8/1/2019,7/1/2021,6/28/2019,"""Interest Rate"" means: a) TD Bank's Prime Rate + 2.55% per annum for the first twenty-three months of the Loan term and; b) TD Bank's Prime Rate + 4.55% per annum thereafter, subject to a floor rate equal to the greater of (i) 6.50%, and (ii) TD Bank Prime Rate at the time of the initial advance of the Loan + 2.55%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,11 Markdale Avenue,Old Toronto,"$1,900,000 ",,,,Low Rise Apartment,6/27/2019,An individual(s) acting in his/her own capacity,,"TFF Properties Inc., ASO",TFF Properties Inc.  - Private Investor - Canadian,"TFF Properties Inc., ASO","206 Oxford Street, Richmond Hill, Ontario, L4C 4L7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,19 Laws Street,Old Toronto,"$2,045,000 ",,,,Low Rise Apartment,6/27/2019,"An individual(s) acting in his/her own capacity
1232782 Ontario Inc.","Herminia Guantia, President","c/o 1310 Dundas St. West, Toronto, ON, M6J 1X7",An individual(s) acting in his/her own capacity  - Private Investor - Canadian,,,Subsequent - Demand Debenture,Royal Bank of Canada,,,Royal Bank of Canada prime rate + 7.0% per annum,"$2,045,000.00 ",Monthly,,,,,6/27/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,159 Stephen Drive,Etobicoke,"$6,700,000 ",,,,Low Rise Apartment,6/26/2019,Brush Properties (Brushworth Properties Ltd.),"Steven Darrell Ashby and John Leonard Wordsworth, President and Secretary", Stonegate Apartments    -   2001-02-05,Gorbay Properties (Equity Residential Inc.)  - Private Investor - Canadian,"Roland Cardy, ASO","41 Hillholm Road, Toronto, Ontario, M5P 1M4",Subsequent,MCAP Financial Corporation,,,2.45% per annum,"$3,828,600.00 ",Semi-annually,Monthly,"$15,003.66 ",8/1/2019,7/1/2029,6/26/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,1267 King Street West,Old Toronto,"$1,410,000 ",,,,Low Rise Apartment,6/20/2019,An individual(s) acting in his/her own capacity,,"Joe Lu, ASO",2566427 Ontario Inc.  - Private Investor - Canadian,"Joe Lu, ASO","7905 Bayview Avenue, Suite 1112, Thornhill, Ontario, L3T 7N3",Subsequent,Vendor Financed,,,4.50%,"$1,110,000.00 ",Annually,Annually,,6/20/2019,6/20/2024,6/20/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,190 Dudley Avenue,Vaughan,"$54,000,000 ",,,,High Rise Apartment,6/18/2019,Hermax Developments Limited Liability Company,"Aaron Grubner, President","c/o Minden Gross LLP, Suite 2200 - 145 King Street West, Toronto, Ontario, M5H 4G2",Homestead (Homestead Land Holdings Limited)  - Private Investor - Canadian,"A. Britton Smith and Alfred G. Hendry, Executive Chairman and Chief Executive Officer","80 Johnson Street, Kingston, Ontario, K7L 1X7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,3 Ridge Hill Drive,Old Toronto,"$6,715,000 ",,,,Low Rise Apartment,6/18/2019,ACME Developments Inc.,"Alona Zavet, President", 3 Ridge Hill Drive    -   2009-05-26,The Effort Trust Company (R-Haus Property Holdings ULC)  - Private Investor - Canadian,"Alan Rosskamm, ASO","c/o The Effort Trust Company, Property Management Division, 240 Main Street East, Hamilton, Ontario, L8N 1H5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,130 Gowan Avenue,East York,"$49,625,000 ",,,,High Rise Apartment,6/18/2019,Hermax Developments Limited Liability Company,"Aaron Grubner, President", 2397 Finch Avenue West    -   2019-06-18,Starlight Investments (IMH 130 Gowan Ltd.)  - Private Investor - Canadian,"Daniel Drimmer, ASO","3280 Bloor Street West, Suite 1400, Centre Tower, Toronto, Ontario, M8X 2X3",Subsequent,,,,Wells Fargo Bank prime rate + 2.05% per annum,"$34,100,000.00 ",Daily,,,,,6/18/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,2397 Finch Avenue West,North York,"$31,375,000 ",,,,High Rise Apartment,6/18/2019,Hermax Developments Limited Liability Company,"Aaron Grubner, President", 2397 Finch Avenue West    -   2010-08-16,Starlight Investments (IMH 2397 Finch Ltd.)  - Private Investor - Canadian,"Daniel Drimmer, ASO","3280 Bloor Street West, Suite 1400, Centre Tower, Toronto, Ontario, M8X 2X3",Subsequent,"Wells Fargo Bank, N.A., Canadian Branch",,,Wells Fargo Bank prime rate + 2.05% per annum,"$22,610,000.00 ",Daily,,,,,6/18/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,570 Birchmount Road,Scarborough,"$33,250,000 ",,,,High Rise Apartment,6/17/2019,Salamat Investment Corporation,"Salim Manji, President","c/o Barney River Investments Ltd., Bay Adelaide Centre, 22 Adelaide Street West, Suite 3910, Toronto, Ontario, M5H 4E3",Starlight Investments (GF 570 Birchmount Road Ltd.)  - Private Investor - Canadian,"Daniel Drimmer, ASO","3280 Bloor Street West, Suite 1400, Centre Tower, Toronto, Ontario, M8X 2X2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,3826 Bloor Street West,Etobicoke,"$2,200,000 ",,,,Low Rise Apartment,6/14/2019,An individual(s) acting in his/her own capacity,,"Michael Olah, ASO",Olah Land Investments Ltd.  - Private Investor - Canadian,"Michael Olah, ASO","6 Beamish Drive, Toronto, Ontario, M9B 3P3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,1809 Lawrence Avenue West,North York,"$9,450,000 ",,,,Low Rise Apartment,6/14/2019,1809Lawrence.com Inc.,"Carlos Jardino, President", 1809 Lawrence Avenue West    -   2015-03-26,AMG Apartments Inc.  - Private Investor - Canadian,"Zarina Hashmi and Iqwal Mangat, ASOs","706 Canyon Street, Mississauga, Ontario, L4H 4M2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,385 Elgin Court,Oshawa,"$3,900,000 ",,,,Low Rise Apartment,6/14/2019,An individual(s) acting in his/her own capacity,,"Emilio Bisceglia, ASO",Elgin Oshawa Realty Ltd.  - Private Investor - Canadian,"Emilio Bisceglia, ASO","9100 Jane Street, Suite 200, Building A, Concord, Ontario, L4K 0A4",Subsequent,First National Financial GP Corporation,,,25%,"$2,730,000.00 ",Monthly,Monthly,,8/1/2019,7/1/2021,6/14/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,448 Spadina Road,Old Toronto,"$10,600,000 ",,,,Low Rise Apartment,6/14/2019,An individual(s) acting in his/her own capacity,,"Ari Nemetz, ASO",448 Spadina Road Inc.  - Private Investor - Canadian,"Ari Nemetz, ASO","298 Sheppard Avenue West, Suite 100 Toronto, ON M2N 1N5",Subsequent,Addenda Capital Inc.,,,13.95% per annum,"$7,600,000.00 ",Monthly,Monthly,"$88,350.00 ",8/1/2019,7/1/2022,6/14/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,83 Wilson Street,Oakville,"$2,775,000 ",,,,Low Rise Apartment,6/14/2019,An individual(s) acting in his/her own capacity,,"Melissa Nowak, ASO",83 Wilson Street Holdings Inc.  - Private Investor - Canadian,"Melissa Nowak, ASO","83 Wilson Street, Oakville, Ontario, L6K 3G4",VTB,Vendor Financed,,,4% per annum,"$2,475,000.00 ",Monthly,Monthly,,,6/14/2024,6/14/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,"809 Duplex Avenue
811 Duplex Avenue",North York,"$2,785,000 ",,,,Low Rise Apartment,6/6/2019,Century Holdings Ltd.,"Paulin Marku, Director", 809 - 811 Duplex Avenue    -   2014-05-30,Heritage Holdings Group Inc.  - Private Investor - Canadian,"Angelo Pollastrone, ASO","157 Orr Avenue, Woodbridge, Ontario, L4L 9K2",Subsequent,Royal Bank of Canada,,,2.990% per annum,"$1,810,250.00 ",Semi-annually,Monthly,"$8,557.65 ",7/6/2019,6/6/2024,6/6/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,"460 Mayfair Road
500 Mayfair Road
512 Canonberry Court
516 Canonberry Court
520 Rossland Road East
777 Terrace Drive
555 Mayfair Avenue
455 Mayfair Avenue
510 Rossland Road East",Oshawa,"$220,000,000 ",,,,High Rise Apartment,6/4/2019,H. Kassinger Construction Limited,"Robert Alexander and Charles Morison, President and Director & Secretary","Robert Alexander and Charles Morison, President and Director & Secretary",Q Residential (QRES V (Property) Inc.)  - Private Investor - Canadian,"Richard Dainard, ASO","Suite 2100, 161 Bay Street, Toronto, Ontario, M5J 2S1",Subsequent - Demand Debenture,Computershare Trust Company of Canada,,,25%,"$105,000,000.00 ",Semi-annually,Monthly,,8/1/2019,1/1/2020,6/4/2019,,Subsequent,First National Financial Corporation,,,5.60%,"$17,000,000.00 ",Semi-annually,Monthly,"$91,692.00 ",8/1/2019,7/1/2024,6/4/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,34 Rambler Drive,Brampton,"$18,270,489 ",,,,High Rise Apartment,6/3/2019,Prinzen Properties (Prinzen Properties Ltd.),"Klaus Prinzen & Sonja Fabbri, President and Secretary Treasurer", 34 Rambler Drive    -   2000-05-25,Timbercreek Asset Management (Timbercreek 34 Rambler Dr Inc.)  - Private Investor - Canadian,"Ugo Bizzarri, ASO","25 Price Street, Toronto, Ontario, M4W 1Z1",Subsequent - Demand Debenture,Timbercreek VA (Canada) GP Inc.,,,Prime Rate plus 10% per annum,"$14,293,369.00 ",Monthly,,,,,6/6/2019,,Subsequent - Demand Debenture,Timbercreek VA (Europe) GP Inc.,,,Prince Rate plus 10% per annum,"$5,804,169.00 ",Monthly,,,,,6/6/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,7 Albert Street,Whitchurch-Stouffville,"$14,229,511 ",,,,High Rise Apartment,6/3/2019,Prinzen Properties (Prinzen Properties Ltd.),"Klaus Prinzen and Sonja Fabbri, President and Secretary-Treasurer", 7 Albert Street    -   1999-06-15,Starlight Investments (IMH 7 Albert Ltd.)  - Private Investor - Canadian,"Daniel Drimmer, ASO","3280 Bloor Street West, Suite 1400, Centre Tower, Toronto, Ontario, M8X 2X3",Subsequent,"Wells Fargo Bank, N.A., Canadian Branch",,,The Monthly CDOR Rate plus 2.05%,"$11,175,000.00 ",Daily,Monthly,,,,6/3/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,697 Eglinton Avenue West,Old Toronto,"$28,000,000 ",,,,Low Rise Apartment,5/31/2019,Howard-Bloor Limited,"John A. Davis, President","John A. Davis, President",Shaughnessy Residences Inc.  - Private Investor - Canadian,"Ari Nemetz, ASO","26 Lesmill Road, Suite 1B, Toronto, ON, M3B 2T5",Subsequent,Computershare Trust Company of Canada,,,2.846% per annum,"$12,115,100.00 ",Semi-annually,Monthly,"$42,187.00 ",7/1/2019,9/1/2029,5/31/2019,,Subsequent,Computershare Trust Company of Canada,,,8.0% per annum,"$7,794,000.00 ",Monthly,Monthly,"$51,960.00 ",7/1/2019,6/1/2021,5/31/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,"55 Whiting Avenue
865 Robson Street",Oshawa,"$3,375,000 ",,,,Low Rise Apartment,5/31/2019,Veltri Group (Veltri and Son Limited),"Mario Veltri, President","68 King Street East, Bowmanville, Ontario,",Whiting-Wobson Realty Ltd.  - Private Investor - Canadian,"Emilio Bisceglia, ASO","9100 Jane Street, Building A, Suite 200, Concord, Ontario, L4K 0A4",Subsequent,First National Financial GP Corporation,,,25%,"$2,400,000.00 ",Monthly,Monthly,,7/1/2019,6/1/2021,5/31/2019,,VTB,Vendor Financed,,,6.0% per annum,"$500,000.00 ",Monthly,Monthly,"$2,500.00 ",6/30/2019,5/31/2020,5/31/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,46 Cavell Avenue,Etobicoke,"$1,336,156 ",,,,Low Rise Apartment,5/30/2019,An individual(s) acting in his/her own capacity,,"Jonathan Gorenstein and Helen Honey Gorenstein, ASOs",5015477 Ontario Limited  - Private Investor - Canadian,"Jonathan Gorenstein and Helen Honey Gorenstein, ASOs","16 Concord Road, Vaughan, Ontario, L4J 8N5",Subsequent - Demand Debenture,5015381 Ontario Limited (as to an undivided 53% interest),Eljay Capital Inc. (as to an undivided 47% interest),,N/A,"$936,000.00 ",,,,,,5/30/2019,,VTB,Vendor Financed,,,4.75% per annum,"$200,000.00 ",,,,,,5/30/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,"3 Cedar Street
73 Cedar Street",Ajax,"$5,350,000 ",,,,Townhomes,5/30/2019,Ormsby Realty Ltd.,"Robin Leibel, President","209 Soudan Avenue, Toronto, Ontario, M4S 1W2",Lindvest (Firmland (Cedar) Inc.)  - Developer,"Michoel Klugmann, ASO","3625 Dufferin Street, Suite 200, Toronto, Ontario, M3K 1Z2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,1477 Birchmount Road,Scarborough,"$3,840,000 ",,,,Low Rise Apartment,5/30/2019,2465645 Ontario Limited,"Tibor Fleischer, President", 1477 Birchmount Road    -   2004-05-31,1477 Birchmount Ltd.  - Private Investor - Canadian,"Malcolm Jastrebski, Director","4100-66 Wellington Street West, Toronto, Ontario, M5K 1B7",Subsequent,Computershare Trust Company of Canada,,,See Remarks,"$3,750,000.00 ",Monthly,Monthly,,7/1/2019,6/1/2021,5/30/2019,"This charge shall bear interest of the Toronto Dominion Bank prime rate + 2.55% per annum, for the first twenty-three (23) month and the Toronto Dominion Bank prime rate + 4.55% per annum thereafter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,9 Fraserwood Avenue,North York,"$2,262,000 ",,,,Low Rise Apartment,5/29/2019,2518793 Ontario Limited,"Janice Gutstadt, President","c/o Seon, Gutstadt, Lash LLP, 7191 Yonge St., #901, Thornhill, Ontario, L3T 0C4",9 Fraserwood Avenue Inc.  - Private Investor - Canadian,"Karen Franklin, ASO","380 Alliance Ave., Unit 9, Toronto, Ontario, M6N 2H8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,1740 Wilson Avenue,North York,"$1,890,000 ",,,,Low Rise Apartment,5/28/2019,1903035 Ontario Ltd.,"Harripaul Bhoop and Nalini Bhoop, President/Treasurer and Vice-President/Secretary", 1740 Wilson Avenue    -   2013-10-23,An individual(s) acting in his/her own capacity  - Private Investor - Canadian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,490 Nelson Avenue,Burlington,"$13,600,000 ",,,,High Rise Apartment,5/24/2019,SMAR Holdings Ltd.,"Arun Kumar Pathak, President","c/o 42 Dougherty Court, Ancaster, Ontario, L9K 0H7",Starlight Investments (490 Nelson Ltd.)  - Private Investor - Canadian,"Daniel Drimmer, ASO","3280 Bloor Street West, Suite 1400, Centre Tower, Toronto, Ontario, M8X 2X3",Subsequent,Computershare Trust Company of Canada,,,See Remarks,"$11,645,000.00 ",Monthly,Monthly,,7/5/2019,6/5/2021,5/24/2019,"Interest Rate: the Prime Rate plus 1.8% for the first 23 months, then Prime Rate plus 4.3%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,468 Lorne Street,Burlington,"$8,900,000 ",,,,High Rise Apartment,5/23/2019,SMAR Holdings Ltd.,"Arun Kumar Pathak, President","c/o 15 Bold Street, Hamilton, Ontario, L8P 1T3",Skyview Management (Skyview Lorne Apts. Ltd. )  - Private Investor - Canadian,"Domenic Iannuzziello, ASO","220 Duncan Mill Road, Suite 419, Toronto, Ontario, M3B 3J5",VTB,Vendor Financed,,,3.00%,"$7,250,000.00 ",Monthly,Monthly,"$18,125.00 ",6/23/2019,5/23/2024,5/23/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,2285 The Collegeway,Mississauga,"$42,000,000 ",,,,Low Rise Apartment,5/22/2019,767269 Ontario Limited,"Thomas A. Winiker and Erika Winiker, President and Vice-President","2285 The Collegeway, Suite 28, Mississauga, ON, L5L 2M3",Timbercreek (Timbercreek 2285 The Collegeway Inc.)  - Private Investor - Canadian,"Ugo Bizzarri, ASO","25 Price Street, Toronto, Ontario, M4W 1Z1",Subsequent - Demand Debenture,Canadian Imperial Bank of Commerce,,,25% per annum,"$200,000,000.00 ",Semi-annually,,,,,5/22/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,385 Gibb Street,Oshawa,"$5,725,000 ",,,,High Rise Apartment,5/17/2019,An individual(s) acting in his/her own capacity,,"Mark Knodell, ASO",Bedford Properties (Bedford Properties and Estates Ltd.)  - Private Investor - Canadian,"Mark Knodell, ASO","30 Eglinton Avenue West, Suite 14, Mississauga, Ontario, L5R 0C1",Subsequent,MCAP Financial Corporation,,,18%,"$3,250,000.00 ",Monthly,Monthly,"$47,657.35 ",7/1/2019,3/1/2022,5/17/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,145 Madison Avenue,Old Toronto,"$4,250,000 ",,,,Student Housing S.R.O,5/17/2019,An individual(s) acting in his/her own capacity,,"Alivia Nicole Moss and Tomas Vilde, External President and Chairperson","Campus Co-Op (Campus Co-Operative Residence, Incorporated)  - Private Investor - Canadian","Alivia Nicole Moss and Tomas Vilde, External President and Chairperson","395 Huron Street, Toronto, ON, M5S 2G5",Subsequent - Demand Debenture,Alterna Bank,,,18.0% per annum,"$3,350,000.00 ",,,,,,5/17/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,1 Baby Point Road,York,"$1,500,000 ",,,,Low Rise Apartment,5/15/2019,An individual(s) acting in his/her own capacity,,"Dmytro Berbeka, ASO",DB Smart Homes Inc.  - Private Investor - Canadian,"Dmytro Berbeka, ASO","87 Old Mill Drive, Toronto, Ontario, M6S 4K2",Subsequent,Royal Bank of Canada,,,Royal Bank of Canada prime rate -0.47% per annum,"$1,200,000.00 ",Monthly,Monthly,"$5,375.15 ",6/15/2019,5/15/2024,5/15/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,4875 Dundas Street West,Etobicoke,"$17,300,000 ",,,,High Rise Apartment,5/15/2019,2178370 Ontario Inc.,"Bohdanna Chuma, President/Secretary","2045 Lakeshore Blvd. West, Apt. 2403, Toronto, Ontario, M8V 2Z6",Starlight Investments (IMH 4875 Dundas Ltd.)  - Private Investor - Canadian,"Daniel Drimmer, President","c/o 3280 Bloor Street West, Suite 1400, Centre Tower, Toronto, Ontario, M8X 2X3",Subsequent,"Wells Fargo Bank, N.A., Canadian Branch",,,CDOR Rate + 2.05% per annum,"$12,720,000.00 ",,Monthly,,,,5/15/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,65 Dawes Road,Old Toronto,"$1,900,000 ",,,,Low Rise Apartment,5/15/2019,An individual(s) acting in his/her own capacity,,"Darcy Ward, ASO",3Gen Development Group Inc.  - Developer,"Darcy Ward, ASO","7 Saint Thomas Street, Suite 802, Toronto, Ontario, M5S 2B7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,12 College View Avenue,Old Toronto,"$2,800,000 ",,,,Low Rise Apartment,5/6/2019,An individual(s) acting in his/her own capacity,,"Tony Martino, ASO",Marfan Group Inc.  - Private Investor - Canadian,"Tony Martino, ASO","71 Roxaline Street, Toronto, Ontario, M9P 2Z3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,103 Heath Street West,Old Toronto,"$3,200,000 ",,,,Low Rise Apartment,5/1/2019,KDL Prop. Corp.,"Michael Arcus, President", 103 Heath Street West    -   2011-04-29,103 Heath Holdings Inc.  - Private Investor - Canadian,"Paolo Abate, ASO","1275 Finch Avenue West, Suite 803, Toronto, Ontario, M3J 2B1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,2 Hyde Avenue,York,"$1,600,000 ",,,,Low Rise Apartment,5/1/2019,An individual(s) acting in his/her own capacity,,"Alexander Babitsky, ASO",1970365 Ontario Inc.  - Private Investor - Canadian,"Alexander Babitsky, ASO","127 Mulholland Drive, Thornhill, Ontario, L4J 7T9",Subsequent,The Bank of Nova Scotia,,,-,"$1,200,000.00 ",,,,,,5/1/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,41 Garfella Drive,Etobicoke,"$21,820,000 ",,,,High Rise Apartment,4/30/2019,Starlight Investments (D.D. 41 Garfella Ltd.),"Daniel Drimmer, President", 41 Garfella Drive    -   2018-06-04,Siteline Group (Siteline (41 Garfella) Inc.)  - Developer,"Joshua Silber, President","20 Cachet Woods Court, Suite 100, Markham, ON, L6C 3G1",Subsequent,First National Financial GP Corporation,,,25.0% per annum,"$14,000,000.00 ",Semi-annually,Monthly,"$277,542.32 ",6/1/2019,5/1/2022,4/30/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
